burn_cluster_collapse,snapshotDate,obsAge,prd_s_snpdt_burn_man_dim,prd_s_snpdt_tsl_man_dim,prd_s_snpdt_em_age_man_dim,epgrp_cumul_exp_pct_dev,epgrp_cumul_exp_var_pct_dev_since,epgrp_cumul_rdm_1_pct_dev,epgrp_cumul_rdm_1_var_pct_dev_since,epgrp_cumul_rdm_2_pct_dev,epgrp_cumul_rdm_2_var_pct_dev_since,epgrp_cumul_rdm_3_pct_dev,epgrp_cumul_rdm_3_var_pct_dev_since,epgrp_cumul_rdm_4_pct_dev,epgrp_cumul_rdm_4_var_pct_dev_since,epgrp_cumul_rdm_5_pct_dev,epgrp_cumul_rdm_5_var_pct_dev_since,mask_epgrp_cumul_exp_pct_dev,mask_epgrp_cumul_exp_var_pct_dev_since,mask_epgrp_cumul_rdm_1_pct_dev,mask_epgrp_cumul_rdm_1_var_pct_dev_since,mask_epgrp_cumul_rdm_2_pct_dev,mask_epgrp_cumul_rdm_2_var_pct_dev_since,mask_epgrp_cumul_rdm_3_pct_dev,mask_epgrp_cumul_rdm_3_var_pct_dev_since,mask_epgrp_cumul_rdm_4_pct_dev,mask_epgrp_cumul_rdm_4_var_pct_dev_since,mask_epgrp_cumul_rdm_5_pct_dev,mask_epgrp_cumul_rdm_5_var_pct_dev_since,prd_s_snpDt_epgrp_os,prd_s_snpDt_epgrp_os_squared,pred_epgrp_cumul_exp_pct_dev,pred_epgrp_cumul_exp_pct_dev_since_total_variance,pred_epgrp_cumul_exp_pct_dev_since_vhm,pred_epgrp_cumul_exp_var_pct_dev_since,pred_epgrp_cumul_rdm_1_pct_dev,pred_epgrp_cumul_rdm_1_pct_dev_since_total_variance,pred_epgrp_cumul_rdm_1_pct_dev_since_vhm,pred_epgrp_cumul_rdm_1_var_pct_dev_since,pred_epgrp_cumul_rdm_2_pct_dev,pred_epgrp_cumul_rdm_2_pct_dev_since_total_variance,pred_epgrp_cumul_rdm_2_pct_dev_since_vhm,pred_epgrp_cumul_rdm_2_var_pct_dev_since,pred_epgrp_cumul_rdm_3_pct_dev,pred_epgrp_cumul_rdm_3_pct_dev_since_total_variance,pred_epgrp_cumul_rdm_3_pct_dev_since_vhm,pred_epgrp_cumul_rdm_3_var_pct_dev_since,pred_epgrp_cumul_rdm_4_pct_dev,pred_epgrp_cumul_rdm_4_pct_dev_since_total_variance,pred_epgrp_cumul_rdm_4_pct_dev_since_vhm,pred_epgrp_cumul_rdm_4_var_pct_dev_since,pred_epgrp_cumul_rdm_5_pct_dev,pred_epgrp_cumul_rdm_5_pct_dev_since_total_variance,pred_epgrp_cumul_rdm_5_pct_dev_since_vhm,pred_epgrp_cumul_rdm_5_var_pct_dev_since,tenant_id
900,2015-07-31,10,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0,0.0,0.0,0.0,0.0204121358128988,0.1497567365979061,0.0,0.0345813901843213,0.0,0.0,0.0,0.0042016433488785,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0,0.0,0.0,0.0,1.1459968390914456e-11,0.0,0.0,0.0,0.0034647341817617,20574.39605928794,0.0,0.1351321637630462,0.0004783988988492638,3503.926757490624,0.0,0.0230137109756469,0.0,109.89633045867436,0.0,0.0007217965903691947,1.0524844884507443e-11,157.7313982088388,0.0,0.0010359762236475,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,11,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0,0.0,0.0,0.0,0.0060812538604302,0.1576208752014054,0.0016377749560561,0.0384810126582277,0.0,0.0,0.0,0.0042016433488785,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0,0.0,0.0,0.0,1.1459968390914456e-11,0.0,0.0,0.0,0.0031500877812504,20876.998675577623,0.0,0.1371196508407592,0.00035007382393814623,2956.901879373452,0.0,0.0194208640605211,0.0,69.76686536493177,0.0,0.00045822717947885394,1.0524844884507443e-11,116.3385885184269,0.0,0.000764109194278717,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,12,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0,0.0,0.0,0.0,0.00013432893051945974,0.158900474584468,0.0057974534654055,0.0461736620031089,0.0,0.0,0.0,0.0042016433488785,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0,0.0,0.0,0.0,1.1459968390914456e-11,0.0,0.0,0.0,0.0027087391354143,26193.221935529557,0.0,0.1720364838838577,0.0003188356349710375,4307.847821243462,0.0,0.0282938461750745,0.0,92.0693393020256,0.0,0.0006047093193046749,1.0524844884507443e-11,155.30907195653486,0.0,0.0010200664401054,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,13,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0,0.0,0.0,0.0,0.0817345137671278,0.1676089471923924,0.0038946841645973,0.0537241838774153,0.0,0.0,0.0,0.0042016433488785,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0,0.0,0.0,0.0,1.1459968390914456e-11,0.0,0.0,0.0,0.0027994457632303,28543.4390674775,0.0,0.1874726563692093,0.0004789926169905811,6547.9742449825835,0.0,0.0430069454014301,0.0,188.44141661151323,0.0,0.0012376789236441,1.0524844884507443e-11,257.6258754380638,0.0,0.0016920808702707,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,14,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0,0.0,0.0,0.0,0.0180691339716155,0.1747269165753728,0.0,0.0537241838774152,0.0,0.0,0.0,0.0042016433488785,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0,0.0,0.0,0.0,1.1459968390914456e-11,0.0,0.0,0.0,0.0021226112730801,29422.27712517108,0.0,0.1932448446750641,0.0003146474773529917,7347.006415418853,0.0,0.0482549704611301,0.0,161.91890804380313,0.0,0.0010634796926751,1.0524844884507443e-11,242.3425182729244,0.0,0.0015917001292109,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,15,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0,0.0,0.0,0.0,0.0138108458155439,0.1815250991495577,0.00011002760581639384,0.0555896069287143,0.0,0.0,0.0,0.0042016433488785,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0,0.0,0.0,0.0,1.1459968390914456e-11,0.0,0.0,0.0,0.0019371876260265,30896.256197912957,0.0,0.202925905585289,0.00033344366238452494,8504.227513613416,0.0,0.0558555722236633,0.0,191.14981926808008,0.0,0.0012554676504805,1.0524844884507443e-11,278.77397613743557,0.0,0.0018309811130166,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,16,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0,0.0,0.0,0.0,0.0007358172462227315,0.183720096272332,0.0,0.0555896069287145,0.0,0.0,0.0,0.0042016433488785,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0,0.0,0.0,0.0,1.1459968390914456e-11,0.0,0.0,0.0,0.0010143060935661,29178.916359235696,0.0,0.1916464567184448,4.839677785639651e-05,6926.831572584921,0.0,0.0454952716827392,0.0,134.9043711028504,0.0,0.0008860488305799663,1.0524844884507443e-11,219.0096020905872,0.0,0.0014384500682353,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,17,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.1866324030200074,0.1525827226293583,0.0,0.0,0.0091799169944903,0.1869459697046611,0.0,0.0555896069287146,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0271224863827228,32970.841727549916,0.0,0.2165517359972,1.1459968390914456e-11,0.0,0.0,0.0,0.0010500930948182,33184.9037321696,0.0,0.2179576903581619,0.00013842586486134678,10193.95541372844,0.0,0.0669536665081977,0.0,173.0277475675547,0.0,0.0011364422971382,1.0524844884507443e-11,285.13430184410845,0.0,0.0018727555871009,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,18,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0,0.1525827226293583,0.0,0.0,0.0167191892784997,0.2000009260193493,0.00030419396902179474,0.0574461470131021,0.0,0.0,0.0,0.0042016433488785,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0,0.0,0.0,0.0,1.1459968390914456e-11,0.0,0.0,0.0,0.0007833102135919034,32654.58798482097,0.0,0.2144745886325836,4.935045217280276e-05,9528.846987374942,0.0,0.06258524954319,0.0,143.37372154251184,0.0,0.0009416753309778868,1.0524844884507443e-11,261.8277599919784,0.0,0.0017196787521243,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,19,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.002561103177563,0.1577881412391732,0.0,0.0,0.0220013081195488,0.2072885760694078,0.0151877173533683,0.0629624694648014,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0029191689100116,35028.50911694131,0.0,0.2300664484500885,1.1459968390914456e-11,0.0,0.0,0.0,0.0009988051606342196,32694.90838021377,0.0,0.2147394120693206,0.00013855881115887314,9695.522544865908,0.0,0.0636799708008766,0.0,177.82815926020226,0.0,0.0011679712915793,1.0524844884507443e-11,298.04978298704896,0.0,0.0019575841724872,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,20,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.008013209174324,0.16655562958028,0.0,0.0,0.0239653192009529,0.2194206081211288,0.00027696183128921335,0.0647834776815454,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0023260710295289,33631.6701389412,0.0,0.2208920419216156,1.1459968390914456e-11,0.0,0.0,0.0,0.0008143064915202558,33661.89228540909,0.0,0.2210905402898788,6.462833698606119e-05,10527.042218218405,0.0,0.0691413730382919,0.0,157.80982993677335,0.0,0.0010364913614466,1.0524844884507443e-11,282.26970926967516,0.0,0.0018539410084486,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,21,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0097475788431445,0.1771447113075368,0.0,0.0,0.0241155233687155,0.2257404669257785,0.0008501189543738355,0.0665956029313793,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0021801346447318,33239.81678923055,0.0,0.2183183580636978,1.1459968390914456e-11,0.0,0.0,0.0,0.0007816049619577825,32980.654112766766,0.0,0.2166161835193634,0.00010312036465620622,9849.784584272717,0.0,0.0646931603550911,0.0,153.04586019500343,0.0,0.0010052017169073,1.0524844884507443e-11,289.70457623607757,0.0,0.0019027730450034,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,22,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.020606363234709,0.1849141423194211,0.0,0.0,0.014995199572492,0.2295539726178843,0.0,0.0665956029313792,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.002547358861193,33641.63453105042,0.0,0.2209574878215789,1.1459968390914456e-11,0.503992500512429,0.0,3.3102112411143025e-06,0.0008309212862513959,33810.74787071838,0.0,0.2220682203769683,8.749160770094022e-05,10772.97916066563,0.0,0.0707566812634468,0.0,162.80060473857725,0.0,0.0010692706564441,1.0524844884507443e-11,300.83610335570626,0.0,0.0019758846610784,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,23,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0016760587012541,0.1859885291677595,0.0,0.0,0.001643392347696,0.2319186504077379,0.0,0.0665956029313793,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0015316418139263,33763.84807252122,0.0,0.2217601835727691,1.1459968390914456e-11,0.0,0.0,0.0,0.0005326801328919828,33504.873703103214,0.0,0.2200592458248138,1.3496233297605187e-10,9908.32992543359,0.0,0.0650776848196983,0.0,119.37052869948032,0.0,0.0007840229081921279,1.0524844884507443e-11,257.91783643750733,0.0,0.0016939984634518,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,24,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0020271456787482,0.188110653963707,0.0,0.0,0.010162288886821,0.2351991780851875,0.0010901403297701,0.0701932045303128,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0013418606249615,32781.14393214265,0.0,0.2153058052062988,1.1459968390914456e-11,0.0,0.0,0.0,0.0004474287270568311,33522.83547275912,0.0,0.2201772183179855,1.3496233297605187e-10,9997.901688336206,0.0,0.065665990114212,0.0,117.755030075556,0.0,0.0007734123500995338,1.0524844884507443e-11,260.75761445395005,0.0,0.0017126500606536,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,25,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0,0.1881106539637067,0.0,0.0,0.0067265822543667,0.2372085371986023,0.0,0.0701932045303128,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0027897411491721,34883.78040532207,0.0,0.2291158735752105,1.1459968390914456e-11,0.0,0.0,0.0,0.0009107542573474348,33689.686859118134,0.0,0.2212730944156646,0.00014829066640231758,10832.808619753152,0.0,0.0711496397852897,0.0,193.90671666083423,0.0,0.0012735748896375,1.0524844884507443e-11,336.7937449600714,0.0,0.002212053630501,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,26,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0,0.188110653963707,0.0,0.0,0.0018186916020239,0.2376886695596793,0.0,0.0701932045303129,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0020685920026153,34678.584713171156,0.0,0.2277681529521942,1.1459968390914456e-11,0.0,0.0,0.0,0.0006101466133259237,33637.496313562435,0.0,0.2209303081035614,2.404874612693675e-05,10557.066982602166,0.0,0.0693385750055313,0.0,148.86333099632148,0.0,0.000977730960585177,1.0524844884507443e-11,298.86426767903714,0.0,0.0019629336893558,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,27,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.00019093025715197752,0.1891583919113141,0.0,0.0,0.0053282180876591,0.2381599189538433,0.0015875237243208,0.0719786808794138,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0023383514489978,35053.574372866344,0.0,0.2302310764789581,1.1459968390914456e-11,0.0,0.0,0.0,0.0007901302888058126,33844.994796694875,0.0,0.2222931534051895,8.756681199884042e-05,10845.252766091746,0.0,0.071231372654438,0.0,168.01527775219333,0.0,0.0011035205097869,1.0524844884507443e-11,315.2162106099883,0.0,0.0020703328773379,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,28,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0023751797260031,0.1922483079526687,0.0,0.0,0.004046842207713,0.2403829214210057,0.0074812055508621,0.0772818121252501,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.000842384819407016,33656.249880314455,0.0,0.2210534811019897,1.1459968390914456e-11,0.0,0.0,0.0,0.00022159976651892063,31259.450576511634,0.0,0.2053113579750061,1.3496233297605187e-10,8432.97314843208,0.0,0.0553875751793384,0.0,108.97188182541932,0.0,0.0007157248328439891,1.0524844884507443e-11,238.9661786139881,0.0,0.0015695244073867,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
900,2015-07-31,29,tsl_man_dim: 01 | em_age: 03,1.0,3.0,0.0025717884333998,0.1942638371456836,0.0,0.0,0.0,0.2403829214210057,0.0013517153926544,0.0807728181212527,0.0,0.0,0.0,0.0042016433488785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16377708.0,2493569565912.0,0.0019167902646586,34302.98929466605,0.0,0.2253012508153915,1.1459968390914456e-11,0.0,0.0,0.0,0.0005644782795570791,34064.66517501538,0.0,0.2237359434366226,2.986229446833022e-05,11033.90126018969,0.0,0.072470411658287,0.0,146.1342347708589,0.0,0.000959806318860501,1.0524844884507443e-11,295.8045617800607,0.0,0.0019428376108407,8e1b3d5b-7c9a-4e2f-b1d3-a5c7e9f12345
